Issue Number,Issue Title,Time to Close,Number of Assignees,Number of Comments,Number of Labels,Type of Issue
56207,LLVM ERROR: IMAGE_REL_AMD64_ADDR32NB relocation requires an ordered section layout with using XLA with tf.keras.applications.densenet.preprocess_input(),86,1,19,5,['Bug']
56205,'only supports NHWC tensor format' in Conv3D on M1 Mac,40,1,11,5,['Other']
56204,Error happend in 'tf.linalg.svd'.,19,1,6,5,['Bug']
56182,tf.keras.datasets.cifar10.load_data(path='cifar-10-python.tar.gz'),14,1,3,4,['enhancement']
56181,`tf.image.resize` different result when inside a `tf.function`,2,1,9,3,['Bug']
56180,"GPU and NNAPI Delegate not available due to ""dynamic-sized tensors """,14,1,10,5,['Other']
56179,C++ compilation of rule '//tensorflow/core/kernels/image:extract_image_patches_op' failed (Exit 1): crosstool_wrapper_driver_is_not_gcc failed: error executing command,19,1,8,5,['Bug']
56178,In Pose detection when I use front camera it display opposite mirror how to resolve it? ,166,4,19,5,['Bug']
56176,Xcode 13.3.1 build simple project failed on MacBook Air M1,19,1,6,4,['Bug']
56175,Xcode 13.3.1 builds ImageClassification iOS TensorFlow Lite example failed,0,1,2,4,['Bug']
56174,Xcode 13.3.1 build digit_classifier iOS TensorFlow Lite example failed,27,1,9,5,['Bug']
56170,"Variable constant folding is failed. Please consider using enabling `experimental_enable_resource_variables` flag in the TFLite converter object. For example, converter.experimental_enable_resource_variables = True",0,1,3,4,['Bug']
56169,Unexpected output when lambda layers are used in a for loop,0,1,4,3,['Bug']
56168,Compile without JAVA,18,1,4,5,['Other']
56166,benchmark_model tool get Failed to apply XNNPACK delegate error.,1,2,2,4,['Bug']
56164,Image name supported by generate_tf_record.py script,11,1,6,3,['Other']
56163,tfl.mul to tosa lowering in mlir,0,1,1,1,['Other']
56162,"Some ops are not supported by the native TFLite runtime, you can enable TF kernels fallback using TF Select",14,1,4,5,['Other']
56159,cufft plan fails with tf.signal.fft2d,15,1,6,5,['Bug']
56157,TFLite forcing to run on CPU,153,3,16,5,['Other']
56149," tflite_convert --saved_model_dir command throws error ""SavedModel file does not exist {saved_model.pbtxt|saved_model.pb}"" ",0,1,3,3,['Bug']
56146,compatible Issue between CUDA version and tensorflow version,14,1,4,4,['Other']
56143,"TensorFlow core operator ExtractImagePatches , not included and supported ",34,1,14,5,['Bug']
56142,Mix precision leads to nan loss,14,1,6,5,['Bug']
56138,tape.jacobian with chain rule cannot compute the gradient correctly,15,1,4,4,['Bug']
56135,COLAB : DNN library is not found. ,154,4,14,5,['Bug']
56134,GpuCudaMallocAsyncAllocator fails if the same GPU device is initialised multiple times,76,1,2,4,['Bug']
56133,TF 2.9 - CombinedNonMaxSuppression conversion to TFLite not working anymore,133,2,7,5,['Other']
56132,SGD with momentum optimizer update fails for variables with dynamic shape,15,1,5,4,['Bug']
56131,TensorFlow 2.9 ImportError: cannot import name 'keras' from 'tensorflow',2,1,4,4,['Bug']
56130,math floordiv function gives incorrect result,30,1,5,4,['Bug']
56129,Bazel build TensorFlow Lite 2.8.0 for iOS failed,2,1,6,5,['Other']
56128,Can't install TensorFlow 2.9 python package,3,1,3,4,['Other']
56125,TensorFlow Lite 2.9 ARM cross-compilation failed: Cannot find source file: common.c,196,1,12,6,['Other']
56124,Is there a way to get the current learning rate from an Estimator,0,1,3,3,['Other']
56122,`tf.random.uniform()` always picking the same value when metal plugin is installed,9,1,4,3,['Bug']
56121,problem with batch production,22,1,10,5,['Other']
56118,Tensorflow is failing on Bazel CI (release Bazel + HEAD TF),1,1,3,3,['Other']
56116,Import tensorflow module error and abort to execute on Ubuntu 1804,2,3,7,2,['Bug']
56115,[Feature Request] Default Keras callback for timing the training loop,0,1,2,3,['enhancement']
56114,bazel build TensorFlow Lite 2.7.0 for iOS failed,0,1,7,4,['Other']
56113,bazel build TensorFlow Lite 2.7.0 with Select TensorFlow operators for iOS failed,0,1,3,5,['Other']
56112,No module named model.recommendation_model_launcher_keras,23,1,7,5,['Bug']
56111,"TFLite Example Build Fails with error ""undefined reference to `max'""",14,1,4,6,['Bug']
56109,no such attribute 'shared_lib_name' in 'cc_shared_library' rule,10,1,6,3,['Bug']
56108,PortAudio library not found ,1,1,5,2,['Other']
56107,tensorflow local_init_op use all GPUs,20,1,7,6,['Bug']
56104,Type Error in Conversion From Saved Model to TFLite model,20,2,15,4,['Bug']
56100,Tensorboard does not match keras loss output for custom model,16,1,5,5,['Bug']
56099,Fonts do not load properly under Firefox,26,1,5,3,['Bug']
56095,File size & memory constantly increasing for keras models with StringLookup layer after reloading & resaving,4,1,4,4,['Other']
56093,cuDNN path,30,1,10,5,['Other']
56085,Tensorflow docker image has outdated keys,5,1,6,3,['Other']
56083,Not able to install Tensorflow Go in macOS arm64,14,1,5,4,['Other']
56082,Keras Sequential using RNN not working on M1 Max GPU,14,1,12,5,['Bug']
56081,TFLite/GPU `tfl.strided_slice` not supported - docs claim it is.,8,2,7,4,['Bug']
56080,loss does not decrease in Google Colab and local computer. (TF 1.13 vs  from TF 1.14 to TF 2.6),22,1,10,4,['Bug']
56078,Unit test //tensorflow/tools/docs:tf_doctest is broken by protobuf exception,3,1,4,3,['Bug']
56077,Breaking change in protobuf v4.21.0-rc1 breaks `import tensorflow`,11,1,12,4,['Other']
56065,Model fails to predict using float16,22,1,5,5,['Other']
56063,How to do partial checkpoint restore from different architectures in tensorflow 2,18,1,4,5,['Other']
56059,"Tensorflow 2.8.0 autograph transformation failure,  issues with : 'arguments' object has no attribute 'posonlyargs' and, decorate the function with @tf.autograph.experimental.do_not_convert",71,1,17,5,['Other']
56057,No matching distribution found for tensorflow==2.5.3,0,1,7,4,['Other']
56054,Cannot load_weights with keras StringLookup layer,15,1,10,5,['Bug']
56049,How to update .tflite ,14,1,4,5,['Other']
56048,"The TensorFlow library was compiled to use SSE4.1 instructions, but these aren't available on your machine.",16,1,9,5,['Other']
56046,"Test for TStrings of type ""Offset"" returns incorrect size on s390x arch ",84,1,5,4,['Bug']
56044,clang.exe: error: no such file or directory: '/d2ReducedOptimizeHugeFunctions',21,1,6,5,['Bug']
56043,ERROR: Skipping '/tmp:tensorflow-lite': not a valid absolute pattern (absolute target patterns must start with exactly two slashes): '/tmp:tensorflow-lite',6,1,3,4,['Bug']
56042,meta graph complaining *'_Resource' object has no attribute 'name'*,14,1,4,5,['Bug']
56041,AssertionError: Bazel does not support execution of Python interpreters via labels yet,16,1,6,5,['Bug']
56030,TFLite ios podspecs are fixed to 2.7,16,1,2,4,['Other']
56024,Autograph appears not to support Python variables without an initial value,0,1,5,5,['Bug']
56019,Problem with gpu memory allocation,29,1,13,5,['Other']
55965,Abort in tf.random.gamma and tf.random.poisson,16,1,4,5,['Bug']
55964,Segfualt in tf.ragged.segment_ids_to_row_splits,17,1,7,5,['Bug']
55958,3D SSIM ,11,1,4,3,['enhancement']
55957,Reopened : Is tf2xla used even when jit_compile=False,2,1,2,4,['Bug']
55956,"When using Lambda, the output of the 1/x process is very likely to have nan/inf",15,1,4,4,['Bug']
55955,"When using Rsqrt, the output of the 1/x process is very likely to have nan/inf",16,1,4,5,['Bug']
55954,Conv2dTranspose causes the inconsistency of output between frameworks,15,1,4,4,['Bug']
55953,Conv2d causes the inconsistency of output between frameworks,15,1,4,4,['Bug']
55952,Resize causes the inconsistency of output between frameworks,16,1,4,4,['Bug']
55951,AvgPool2d causes the inconsistency of output between frameworks,15,1,4,4,['Bug']
55950,LayerNorm2d causes the inconsistency of output between frameworks,15,1,4,4,['Bug']
55949,BatchNorm2d causes the inconsistency of output between frameworks,16,1,4,4,['Bug']
55948,GlobalAvgPool2d causes the inconsistency of output between frameworks,16,1,4,4,['Bug']
55947,GlobalAveragePooling2D causes the inconsistency of output between frameworks,15,1,4,4,['Bug']
55946,Build tensorflow failed using GCP RBE for python numpy_include module,16,1,5,5,['Other']
55942,libtensorflow_cc.so: Undefined references due to static dependencies with cc_shared_library and symbol hiding by linker scripts,28,1,2,3,['Other']
55934,"hexagon delegate fails with -- dlopen failed: cannot locate symbol ""dlopen""",32,3,50,4,['Bug']
55933,Segfault on tf.matmul and tf.einsum with batched input tensors using intel-tensorflow-avx512,87,1,9,4,['Bug']
55932,tensorflow.python.framework.errors_impl.AlreadyExistsError: File system for s3 already registered error in load_library.py,18,1,4,4,['Bug']
55931,Build error,19,1,7,5,['Bug']
55930,Tensorflow GPU Cannot assign a device for operation MatMul,34,1,17,6,['Other']
55929,No bounding box detection when using GPU,39,1,12,4,['Bug']
55928,TfLite for Microcontrollers giving hybrid error,0,1,4,4,['Bug']
55921,cannot import name '__version__' from 'keras',0,1,6,5,['Other']
55917,A problem in the example for pix2pix,56,1,2,2,['Bug']
55916,tfd.Normal.prob outputs probabilities greater than 1,0,1,1,3,['Bug']
55915,tf.train.Checkpoint does not support RMSprop weights for tensorflow-macos 2.8.8 ,15,1,3,4,['enhancement']
55845,//tensorflow/tools/docs:tf_doctest unit test broken,0,1,6,4,['Bug']
55840,The `tf.linalg.svd` bug report!  Serious!,20,1,9,5,['Bug']
55835,Exporting LSTM with TFlite Converter yields model which makes bad predictions in contrast to keras model,6,1,6,4,['Other']
55829,AttributeError: module 'typing' has no attribute '_SpecialForm',3,1,8,4,['Bug']
55825,unable to pickle keras.layers.StringLookup,8,1,4,5,['Bug']
55824,tf.keras.optimizers.experimental.AdamW only support constant weight_decay,21,1,5,5,['enhancement']
55821,"line 606, in compute_output_shape     raise NotImplementedError NotImplementedError",16,1,8,5,['Bug']
55818,Tensorflow registering GPU with a lot less memory than available,243,4,11,6,['Bug']
55817,Windows Build error with --cofig=mkl => ImportError: DLL load failed while importing _pywrap_tensorflow_internal,232,2,15,6,['Bug']
55814,Inconsistent results with or without tf.function,2,2,14,4,['Bug']
55813,Voting issues for the output layer,0,1,1,3,['Other']
55811,Unroll factor for keras.layers.RNN or performance fix for TensorArray / while_loop.,1,1,3,4,['enhancement']
55810,Not able to install Tensorflow-gpu v2.8 in ubuntu 18.04,16,1,5,5,['Other']
55803,Error building custom tensorflow op on Ubuntu and Windows,26,1,9,5,['Bug']
55801,Kp,1,1,0,1,['Other']
55799,TFlite model with dilated convolution yields different results than TF model ,269,3,12,6,['Bug']
55798,gradient tape out of memory when repeatedly calling the same layer.,18,1,4,5,['Other']
55797,Change to rolling bazel release is broken on AARCH64,0,1,4,1,['Other']
55795,Autograph crashes when using pythonw.exe on Windows,5,1,2,4,"['Bug', 'Critical']"
55794,Can't install tensorflow on macOs ,0,1,1,3,['Other']
55792,TF doesn't fuse Conv2D since v2.7,47,1,7,6,['Bug']
55787,Loss name not using names from the output dictionary,14,1,5,5,['Other']
55786,Build C++ interface with CUDA on CentOS 8,46,1,12,5,['Other']
55785,tflite quantization to fp16 only quantized input,18,1,8,4,['Bug']
55784,fp32 and mixed precision models,7,1,6,4,['Other']
55782,Documentation unclear for parameter `central_fraction` in `tf.image.central_crop`,21,1,7,2,"['Documentation', 'enhancement']"
55778,Quantization models ,14,1,3,2,['Other']
55765,mixed precision support with tensorflow2.4,28,1,10,5,['Bug']
55763,How to load TF1 `.ckpt` weights into keras model?,16,1,11,4,['Other']
55757,TensorFlow does not use NVLink on Windows,14,1,4,5,['Bug']
55756,"when path contain '[' and ']'  character, tf.data.experimental.load return an empty dataset",30,1,8,4,['Bug']
55755,Undefined reference to function FreezeSavedModel with C++ API,27,1,12,5,['Bug']
55754,Huge Accuracy drop after re-training my model on device using tensorflow-lite 2.8,38,2,33,4,['Other']
55753,Different behavior between `tf.experimental.numpy.(v/h/d)split` and `np.(v/h/d)split`,8,1,3,4,['Bug']
55749,Why does tflite using CoreML delegate not accelerate on small models?,15,1,7,5,['Other']
55748,About On Device Training case cannot support correlation ops,0,1,4,4,['Other']
55747,"Kernel names as ""a_unnamed"" in TF2.8 if XLA debug option ""--xla_dump_to"" is on",70,3,5,4,['Bug']
55745,TF Lite (CMake): Does not compile on Windows,119,1,4,5,['Other']
55744,tensorflow_datasets AttributeError: module 'distutils' has no attribute 'version' ,14,1,4,4,['Bug']
55740,Flatbuffer 2.0.X support,120,2,4,4,['Other']
55738,BatchNorm with mixed_bfloat16 returns empty output,115,2,10,4,['Bug']
55733,Can not build from source,19,1,9,5,['Other']
55728,@local_config_cc//:toolchain' does not contain a toolchain for cpu 'arm64-v8a,0,1,1,3,['Other']
55727,Inconsistent keras model saving and loading,14,1,6,5,['Bug']
55725,"Cannot install 2.9.0rc1, only available for few OS and Python versions",4,1,7,4,['Other']
55724,AttributeError: module 'tensorflow.compat.v2.__internal__.distribute' has no attribute 'strategy_supports_no_merge_call',3,1,6,3,['Bug']
55723,Missing `f` prefix on f-strings,2,1,1,2,['Bug']
55721,How to import Keras BatchNormalization to use with Cuda,23,1,7,5,['Other']
55720,pip install tensorflow pip install tf-nightly-gpu,8,1,3,5,['Other']
55719,Error cascade on model.save() version 2.9.0-rc0,0,1,2,3,['Bug']
55717,Non-OK-status: tensorflow::Env::Default()->DeleteFile(ptx_path) status: Permission denied,16,1,4,5,['Other']
55715,./build_all_linux.sh ,5,1,6,4,['Other']
55713,TPU Execution Failure,117,1,13,6,['Other']
55711,"can't use keras function, 'CategoryCrossing' in tensorflow version 2.8",4,1,2,4,['Other']
55710,Tensorflow 2.8.0 Limiting GPU memory growth fails.,66,1,8,5,['Other']
55708,Submit and test model is not working while I'm taking the TensorFlow exam,14,1,4,3,['Other']
55707,adam optimizer does not work in tensorflow-macos,166,1,12,5,['Other']
55703,"TypeError: expected str, bytes or os.PathLike object, not GFile",8,1,7,4,['Bug']
55701,Python Linux 3.10 CPU-only wheel not found,40,1,5,6,['Bug']
55699,//tensorflow/tools/docs:tf_doctest fails on machines without GPU,1,1,4,3,['Bug']
55696,tf.nn.embedding_lookup_sparse doesn't work with @tf.function(jit_compile=True),64,1,6,5,['enhancement']
55695,Non-deterministic behavior when Run on Different GPU in different Machines,17,1,7,5,['Other']
55693,Replacing Add Layer with Linear Combination of Learnable Weights,25,1,6,4,['enhancement']
55692,"GPT-J saved_model conversion to fp16 TF-TRT errors with ``Message tensorflow.GraphDef exceeds maximum protobuf size of 2GB: 23499914257""",203,2,6,5,['Bug']
55688,tf.quantization.fake_quant_with_min_max_vars crashes,0,1,3,5,"['Critical', 'Bug']"
55681,Improper expression in “tf.keras.layers.Embedding” ‘s function introduction,20,1,5,5,['Other']
55680,build tflite-2.7.1 android_arm64 shared library failed,208,4,5,6,['Other']
55679,Android - Does not encode a valid TensorFlow Lite model.,14,1,4,5,['Other']
55676,"Would like to build for ppc64el, is this possible?",15,1,4,5,['Other']
55668,Inconsistent documentation regarding supported input data type and ParameterServerStrategy,19,1,4,4,"['Bug', 'Documentation']"
